ID,score
1,6.0
2,5.0
3,4.0
4,5.0
5,4.0
6,5.0
7,5.0
8,3.0
9,4.0
10,4.0
11,4.0
12,5.0
13,4.0
14,4.0
15,6.0
16,4.0
17,4.0
18,6.0
19,4.0
20,6.0
21,5.0
22,4.0
23,6.0
24,3.0
25,6.0
26,4.0
27,5.0
28,6.0
29,6.0
30,5.0
31,5.0
32,7.0
33,4.0
34,3.0
35,4.0
36,4.0
37,5.0
38,3.0
39,7.0
40,5.0
41,5.0
42,6.0
43,5.0
44,5.0
45,6.0
46,4.0
47,4.0
48,5.0
49,3.0
50,4.0
51,4.0
52,3.0
53,5.0
54,5.0
55,5.0
56,4.0
57,4.0
58,7.0
59,4.0
60,3.0
61,5.0
62,4.0
63,5.0
64,4.0
65,5.0
66,5.0
67,5.0
68,3.0
69,4.0
70,4.0
71,6.0
72,3.0
73,5.0
74,4.0
75,5.0
76,6.0
77,5.0
78,6.0
79,6.0
80,5.0
81,5.0
82,4.0
83,5.0
84,4.0
85,4.0
86,5.0
87,4.0
88,7.0
89,4.0
90,4.0
91,5.0
92,7.0
93,5.0
94,3.0
95,5.0
96,5.0
97,6.0
98,7.0
99,3.0
100,6.0
101,6.0
102,4.0
103,4.0
104,4.0
105,4.0
106,4.0
107,6.0
108,4.0
109,7.0
110,5.0
111,4.0
112,5.0
113,6.0
114,6.0
115,4.0
116,5.0
117,5.0
118,6.0
119,4.0
120,3.0
121,6.0
122,4.0
123,5.0
124,5.0
125,6.0
126,4.0
127,5.0
128,4.0
129,4.0
130,6.0
131,4.0
132,4.0
133,4.0
134,5.0
135,7.0
136,5.0
137,5.0
138,6.0
139,5.0
140,5.0
141,6.0
142,4.0
143,6.0
144,4.0
145,3.0
146,3.0
147,6.0
148,5.0
149,4.0
150,5.0
151,4.0
152,3.0
153,4.0
154,3.0
155,4.0
156,6.0
157,5.0
158,4.0
159,6.0
160,3.0
161,4.0
162,5.0
163,4.0
164,5.0
165,6.0
166,5.0
167,3.0
168,5.0
169,6.0
170,4.0
171,5.0
172,6.0
173,7.0
174,5.0
175,4.0
176,5.0
177,6.0
178,7.0
179,5.0
180,4.0
181,4.0
182,5.0
183,5.0
184,4.0
185,5.0
186,4.0
187,5.0
188,4.0
189,4.0
190,4.0
191,4.0
192,4.0
193,4.0
194,5.0
195,4.0
196,4.0
197,5.0
198,4.0
199,6.0
200,5.0
201,5.0
202,4.0
203,3.0
204,5.0
205,3.0
206,5.0
207,5.0
208,4.0
209,7.0
210,7.0
211,3.0
212,4.0
213,3.0
214,5.0
215,4.0
216,5.0
217,5.0
218,4.0
219,4.0
220,4.0
221,4.0
222,4.0
223,4.0
224,4.0
225,6.0
226,4.0
227,6.0
228,5.0
229,4.0
230,3.0
231,4.0
232,4.0
233,4.0
234,4.0
235,3.0
236,5.0
237,4.0
238,6.0
239,4.0
240,6.0
241,5.0
242,6.0
243,3.0
244,5.0
245,4.0
246,4.0
247,4.0
248,6.0
249,5.0
250,4.0
251,4.0
252,4.0
253,6.0
254,5.0
255,5.0
256,5.0
257,4.0
258,4.0
259,5.0
260,3.0
261,3.0
262,5.0
263,5.0
264,4.0
265,5.0
266,5.0
267,3.0
268,3.0
269,6.0
270,3.0
271,6.0
272,3.0
273,4.0
274,4.0
275,5.0
276,4.0
277,4.0
278,4.0
279,5.0
280,4.0
281,5.0
282,4.0
283,5.0
284,4.0
285,4.0
286,5.0
287,4.0
288,4.0
289,3.0
290,4.0
291,4.0
292,3.0
293,3.0
294,5.0
295,4.0
296,6.0
297,4.0
298,4.0
299,4.0
300,4.0
301,5.0
302,6.0
303,4.0
304,5.0
305,4.0
306,6.0
307,5.0
308,4.0
309,4.0
310,4.0
311,4.0
312,5.0
313,5.0
314,4.0
315,5.0
316,6.0
317,4.0
318,5.0
319,7.0
320,4.0
321,4.0
322,4.0
323,4.0
324,3.0
325,6.0
326,5.0
327,4.0
328,6.0
329,5.0
330,6.0
331,4.0
332,5.0
333,4.0
334,5.0
335,6.0
336,5.0
337,5.0
338,4.0
339,5.0
340,4.0
341,6.0
342,4.0
343,4.0
344,7.0
345,4.0
346,6.0
347,3.0
348,4.0
349,5.0
350,5.0
351,4.0
352,4.0
353,4.0
354,7.0
355,6.0
356,5.0
357,5.0
358,3.0
359,7.0
360,7.0
361,3.0
362,6.0
363,4.0
364,3.0
365,3.0
366,7.0
367,4.0
368,5.0
369,5.0
370,5.0
371,6.0
372,4.0
373,7.0
374,5.0
375,4.0
376,3.0
377,5.0
378,3.0
379,4.0
380,5.0
381,5.0
382,7.0
383,5.0
384,5.0
385,3.0
386,5.0
387,5.0
388,5.0
389,4.0
390,4.0
391,4.0
392,4.0
393,4.0
394,5.0
395,4.0
396,4.0
397,4.0
398,3.0
399,5.0
400,4.0
401,5.0
402,7.0
403,4.0
404,5.0
405,4.0
406,4.0
407,6.0
408,4.0
409,5.0
410,4.0
411,4.0
412,4.0
413,4.0
414,4.0
415,4.0
416,5.0
417,6.0
418,3.0
419,6.0
420,7.0
421,4.0
422,4.0
423,7.0
424,5.0
425,5.0
426,6.0
427,3.0
428,4.0
429,4.0
430,4.0
431,7.0
432,5.0
433,5.0
434,5.0
435,4.0
436,4.0
437,6.0
438,7.0
439,4.0
440,4.0
441,6.0
442,5.0
443,5.0
444,4.0
445,4.0
446,3.0
447,6.0
448,4.0
449,5.0
450,4.0
451,4.0
452,4.0
453,4.0
454,5.0
455,3.0
456,4.0
457,4.0
458,5.0
459,5.0
460,5.0
461,5.0
462,5.0
463,5.0
464,4.0
465,5.0
466,6.0
467,3.0
468,4.0
469,7.0
470,6.0
471,6.0
472,5.0
473,4.0
474,5.0
475,4.0
476,4.0
477,4.0
478,4.0
479,4.0
480,3.0
481,4.0
482,4.0
483,4.0
484,5.0
485,5.0
486,4.0
487,5.0
488,7.0
489,5.0
490,5.0
491,4.0
492,5.0
493,4.0
494,4.0
495,3.0
496,6.0
497,4.0
498,4.0
499,5.0
500,4.0
501,5.0
502,4.0
503,4.0
504,3.0
505,4.0
506,6.0
507,5.0
508,6.0
509,6.0
510,4.0
511,4.0
512,5.0
513,5.0
514,5.0
515,5.0
516,4.0
517,6.0
518,4.0
519,5.0
520,7.0
521,7.0
522,4.0
523,5.0
524,6.0
525,5.0
526,5.0
527,6.0
528,3.0
529,5.0
530,6.0
531,4.0
532,6.0
533,4.0
534,3.0
535,4.0
536,4.0
537,4.0
538,4.0
539,3.0
540,5.0
541,5.0
542,5.0
543,4.0
544,3.0
545,4.0
546,6.0
547,4.0
548,5.0
549,5.0
550,3.0
551,7.0
552,4.0
553,5.0
554,4.0
555,5.0
556,3.0
557,5.0
558,3.0
559,5.0
560,4.0
561,3.0
562,4.0
563,6.0
564,4.0
565,6.0
566,4.0
567,5.0
568,4.0
569,4.0
570,6.0
571,5.0
572,5.0
573,4.0
574,5.0
575,3.0
576,3.0
577,5.0
578,3.0
579,4.0
580,5.0
581,7.0
582,5.0
583,8.0
584,4.0
585,4.0
586,4.0
587,5.0
588,4.0
589,4.0
590,4.0
591,5.0
592,4.0
593,5.0
594,7.0
595,4.0
596,4.0
597,5.0
598,5.0
599,5.0
600,5.0
601,7.0
602,3.0
603,5.0
604,4.0
605,4.0
606,3.0
607,5.0
608,4.0
609,4.0
610,4.0
611,5.0
612,5.0
613,4.0
614,5.0
615,4.0
616,3.0
617,4.0
618,4.0
619,4.0
620,4.0
621,4.0
622,4.0
623,5.0
624,6.0
625,4.0
626,6.0
627,4.0
628,3.0
629,5.0
630,5.0
631,3.0
632,4.0
633,5.0
634,5.0
635,6.0
636,5.0
637,4.0
638,6.0
639,4.0
640,3.0
641,5.0
642,7.0
643,4.0
644,6.0
645,5.0
646,5.0
647,4.0
648,5.0
649,4.0
650,4.0
651,5.0
652,3.0
653,5.0
654,5.0
655,5.0
656,7.0
657,4.0
658,6.0
659,5.0
660,4.0
661,4.0
662,5.0
663,4.0
664,4.0
665,4.0
666,4.0
667,5.0
668,5.0
669,3.0
670,4.0
671,5.0
672,4.0
673,5.0
674,4.0
675,4.0
676,5.0
677,5.0
678,5.0
679,6.0
680,4.0
681,5.0
682,3.0
683,5.0
684,4.0
685,4.0
686,5.0
687,4.0
688,4.0
689,4.0
690,5.0
691,5.0
692,5.0
693,5.0
694,5.0
695,6.0
696,4.0
697,3.0
698,4.0
699,5.0
700,6.0
701,4.0
702,4.0
703,4.0
704,5.0
705,4.0
706,5.0
707,4.0
708,4.0
709,6.0
710,4.0
711,4.0
712,4.0
713,7.0
714,5.0
715,5.0
716,5.0
717,3.0
718,4.0
719,5.0
720,6.0
721,6.0
722,5.0
723,3.0
724,4.0
725,4.0
726,5.0
727,7.0
728,6.0
729,4.0
730,5.0
731,5.0
732,6.0
733,3.0
734,4.0
735,8.0
736,4.0
737,5.0
738,4.0
739,5.0
740,5.0
741,4.0
742,4.0
743,5.0
744,6.0
745,5.0
746,6.0
747,5.0
748,4.0
749,5.0
750,4.0
751,4.0
752,6.0
753,8.0
754,4.0
755,5.0
756,5.0
757,4.0
758,4.0
759,5.0
760,3.0
761,4.0
762,7.0
763,4.0
764,7.0
765,3.0
766,4.0
767,6.0
768,4.0
769,5.0
770,3.0
771,4.0
772,3.0
773,4.0
774,5.0
775,3.0
776,4.0
777,3.0
778,4.0
779,7.0
780,5.0
781,6.0
782,6.0
783,6.0
784,4.0
785,4.0
786,4.0
787,4.0
788,6.0
789,3.0
790,6.0
791,5.0
792,4.0
793,6.0
794,4.0
795,5.0
796,2.0
797,4.0
798,3.0
799,5.0
800,6.0
801,5.0
802,4.0
803,5.0
804,5.0
805,6.0
806,5.0
807,4.0
808,5.0
809,5.0
810,4.0
811,3.0
812,4.0
813,5.0
814,5.0
815,3.0
816,4.0
817,5.0
818,5.0
819,6.0
820,4.0
821,3.0
822,4.0
823,4.0
824,6.0
825,4.0
826,3.0
827,5.0
828,5.0
829,3.0
830,5.0
831,5.0
832,4.0
833,3.0
834,4.0
835,5.0
836,5.0
837,4.0
838,4.0
839,3.0
840,5.0
841,5.0
842,5.0
843,4.0
844,4.0
845,5.0
846,4.0
847,5.0
848,5.0
849,4.0
850,5.0
851,4.0
852,4.0
853,4.0
854,3.0
855,5.0
856,5.0
857,3.0
858,4.0
859,4.0
860,5.0
861,3.0
862,4.0
863,4.0
864,3.0
865,7.0
866,4.0
867,3.0
868,3.0
869,4.0
870,4.0
871,3.0
872,6.0
873,5.0
874,6.0
875,4.0
876,3.0
877,3.0
878,4.0
879,4.0
880,5.0
881,5.0
882,4.0
883,6.0
884,5.0
885,4.0
886,6.0
887,5.0
888,3.0
889,5.0
890,5.0
891,5.0
892,4.0
893,4.0
894,6.0
895,6.0
896,6.0
897,4.0
898,5.0
899,5.0
900,5.0
901,5.0
